-0.334,0.819,1
0.111,-0.021,1
-0.377,-1.078,1
0.275,1.456,1
1.586,0.617,1
0.445,0.688,1
-0.901,-0.471,1
0.025,-0.055,1
-0.590,2.399,1
0.243,-0.507,1
-0.807,0.829,1
0.348,-0.651,1
1.679,-1.312,1
-0.083,1.439,1
0.568,0.824,1
0.442,-0.512,1
1.127,-1.484,1
-0.999,2.626,1
0.608,1.913,1
-0.791,1.084,1
-0.615,-0.522,1
-1.543,0.493,1
0.574,0.636,1
0.464,1.753,1
0.686,0.413,1
0.079,2.530,-1
-0.062,0.384,-1
-0.102,0.832,-1
0.988,1.031,-1
1.232,1.726,-1
0.416,1.035,-1
1.216,0.474,-1
1.227,-0.683,-1
1.272,2.892,-1
-0.012,1.010,-1
1.110,0.055,-1
0.493,-1.755,-1
-0.707,1.446,-1
1.270,2.931,-1
2.522,0.316,-1
1.536,2.328,-1
1.248,1.105,-1
1.119,1.749,-1
0.048,1.401,-1
1.604,0.157,-1
-0.974,0.778,-1
2.717,-0.252,-1
-1.463,1.680,-1
3.909,0.508,-1
-0.458,1.756,-1
0.637,1.134,-1
0.285,-0.825,-1
0.123,2.205,-1
1.875,1.635,-1
2.889,0.375,-1
1.619,0.777,-1
0.631,0.129,-1
2.965,-0.431,-1
1.642,-0.261,-1
1.563,0.284,-1
-0.222,-0.525,-1
1.079,0.974,-1
0.811,2.220,-1
1.439,1.245,-1
1.273,1.405,-1
0.850,-0.195,-1
0.665,0.951,-1
2.310,1.178,-1
1.556,-1.021,-1
2.133,0.487,-1
0.177,2.399,-1
1.450,3.038,-1
0.447,1.158,-1
-1.229,0.720,-1
1.679,0.929,-1
-0.549,-1.216,-1
-0.115,1.489,-1
0.580,0.936,-1
0.740,2.211,-1
0.881,1.680,-1
-1.085,1.292,-1
0.461,1.021,-1
-0.262,1.852,-1
0.383,1.081,-1
0.977,-0.802,-1
0.884,1.860,-1
0.871,1.256,-1
0.526,0.948,-1
1.178,0.880,-1
1.068,2.002,-1
0.323,0.553,-1
1.622,2.003,-1
1.579,0.516,-1
0.680,0.823,-1
0.733,1.585,-1
1.626,-0.252,-1
0.884,-0.821,-1
-0.351,1.917,-1
1.102,1.226,-1
-0.125,0.556,-1
-0.822,4.183,-1
0.173,1.474,-1
0.754,1.554,-1
0.579,1.270,-1
1.356,2.648,-1
-0.484,0.149,-1
0.657,1.046,-1
0.084,0.384,-1
1.471,0.425,-1
0.385,0.963,-1
0.047,-0.365,-1
0.993,1.614,-1
0.583,2.033,-1
-0.697,0.590,-1
0.509,1.746,-1
1.859,0.127,-1
1.510,1.899,-1
1.130,0.338,-1
2.697,2.681,-1
0.096,1.417,-1
0.065,1.573,-1
-0.930,1.280,-1
1.027,0.665,-1
1.419,1.587,-1
1.134,3.175,-1
2.174,1.552,-1
1.024,2.124,-1
3.241,-0.881,-1
2.006,1.651,-1
0.347,1.935,-1
0.908,0.672,-1
-0.163,1.423,-1
1.644,2.716,-1
1.126,1.858,-1
0.673,1.216,-1
-1.682,0.419,-1
2.916,-0.045,-1
0.534,1.412,-1
0.149,2.946,-1
1.792,0.394,-1
1.248,0.252,-1
0.542,0.073,-1
-0.028,2.136,-1
1.232,1.046,-1
1.903,0.821,-1
0.378,0.726,-1
1.987,1.355,-1
-0.020,-1.991,-1
0.732,0.390,-1
0.078,1.268,-1
1.011,1.009,-1
-0.094,0.362,-1
1.298,1.188,-1
-0.097,0.126,-1
1.037,0.256,-1
-0.533,1.556,-1
1.747,0.084,-1
0.850,2.129,-1
1.271,0.538,-1
1.078,1.611,-1
1.286,-0.864,-1
0.923,2.040,-1
0.137,0.806,-1
1.089,0.510,-1
0.660,0.668,-1
-0.863,0.528,-1
1.378,1.454,-1
0.147,-0.871,-1
-0.655,0.709,-1
1.655,1.208,-1
0.118,2.808,-1
1.061,0.794,-1
0.332,2.130,-1
-0.179,0.991,-1
1.127,2.347,-1
2.866,2.178,-1
0.313,2.239,-1
1.260,0.124,-1
2.583,1.659,-1
-0.064,0.591,-1
0.574,1.598,-1
2.615,0.054,-1
0.881,0.568,-1
-0.284,0.844,-1
-0.788,-0.109,-1
0.937,1.300,-1
1.182,2.061,-1
1.635,0.931,-1
1.081,-0.009,-1
1.713,1.867,-1
1.146,1.049,-1
2.156,1.035,-1
2.235,2.337,-1
1.554,1.295,-1
0.601,1.963,-1
0.312,1.395,-1
1.192,0.523,-1
0.688,1.653,-1
0.365,1.432,-1
1.295,0.327,-1
-0.073,0.985,-1
0.080,1.153,-1
-0.446,2.060,-1
2.600,2.496,-1
3.343,1.268,-1
2.652,1.699,-1
1.406,2.345,-1
1.268,0.044,-1
2.316,0.966,-1
2.169,1.957,-1
1.678,-0.614,-1
1.652,0.132,-1
0.412,-0.167,-1
-1.462,2.215,-1
0.318,-0.619,-1
0.401,0.854,-1
1.488,1.057,-1
0.555,2.083,-1
2.910,1.168,-1
0.879,0.824,-1
0.233,0.318,-1
-0.866,0.918,-1
2.559,1.258,-1
0.254,-1.802,-1
2.912,-0.270,-1
